County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Anderson,1,0001,10001,1,3153,1827,11.2,417
Anderson,1,0002,10002,2,3811,2762,4.0,933
Anderson,1,0003,10003,3,1925,1251,6.7,439
Anderson,1,0004,10004,4,2306,1643,3.7,592
Anderson,1,0005,10005,5,405,293,2.0,133
Anderson,1,0006,10006,6,2173,1464,9.8,200
Anderson,1,0007,10007,7,2928,1295,19.8,72
Anderson,1,0008,10008,8,926,405,18.3,53
Anderson,1,0009,10009,9,2131,1452,5.9,394
Anderson,1,0010,10010,10,6985,585,8.2,154
Anderson,1,0011,10011,11,8669,1276,5.4,407
Anderson,1,0013,10013,12,3109,1815,11.9,419
Anderson,1,0015,10015,13,1317,920,5.1,393
Anderson,1,0016,10016,14,1184,971,5.8,351
Anderson,1,0017,10017,15,1371,851,10.0,271
Anderson,1,0018,10018,16,2845,2201,3.7,609
Anderson,1,0019,10019,17,3467,2296,10.5,467
Anderson,1,0020,10020,18,2048,1169,14.5,337
Anderson,1,0021,10021,19,2772,1945,8.1,555
Anderson,1,0022,10022,20,1434,1056,5.7,401
Anderson,1,0023,10023,21,1689,1349,2.7,483
Anderson,1,0024,10024,22,1274,908,3.4,272
Andrews,3,0001,30001,23,4698,2549,42.7,464
Andrews,3,0002,30002,24,4589,2920,31.6,670
Andrews,3,0003,30003,25,4686,2537,43.6,546
Andrews,3,0004,30004,26,4637,2434,49.9,287
Angelina,5,0001,50001,27,1318,562,31.9,86
Angelina,5,0002,50002,28,5254,2583,24.6,93
Angelina,5,0003,50003,29,3546,2122,14.4,415
Angelina,5,0004,50004,30,3006,1587,16.0,154
Angelina,5,0005,50005,31,3543,1840,17.1,225
Angelina,5,0006,50006,32,1554,600,6.2,141
Angelina,5,0007,50007,33,1965,1470,6.4,401
Angelina,5,0008,50008,34,1703,1379,3.7,465
Angelina,5,0009,50009,35,373,292,6.2,81
Angelina,5,0010A,50010A,36,2272,1246,18.5,146
Angelina,5,0010B,50010B,37,392,174,24.1,20
Angelina,5,0011,50011,38,3071,2315,3.7,681
Angelina,5,0012,50012,39,1560,944,9.4,223
Angelina,5,0013,50013,40,1258,731,19.7,99
Angelina,5,0014,50014,41,3034,1997,11.7,391
Angelina,5,0015,50015,42,1606,754,22.9,182
Angelina,5,0016,50016,43,4402,2239,39.7,285
Angelina,5,0017,50017,44,2127,1841,2.1,518
Angelina,5,0018,50018,45,1244,789,7.7,165
Angelina,5,0019,50019,46,1952,1481,6.5,380
Angelina,5,0020,50020,47,5324,2694,22.6,68
Angelina,5,0021,50021,48,1512,1090,9.4,194
Angelina,5,0022,50022,49,1665,1187,5.0,344
Angelina,5,0023,50023,50,1210,753,6.5,172
Angelina,5,0024,50024,51,4805,2867,14.5,420
Angelina,5,0025,50025,52,3654,2548,12.4,552
Angelina,5,0026,50026,53,2241,1727,6.1,541
Angelina,5,0027,50027,54,572,372,5.9,115
Angelina,5,0028,50028,55,1582,1285,14.4,362
Angelina,5,0029,50029,56,2177,1590,6.7,391
Angelina,5,0030,50030,57,1499,1171,2.4,297
Angelina,5,0031,50031,58,705,478,27.8,93
Angelina,5,0032,50032,59,146,119,1.7,43
Angelina,5,0033,50033,60,1831,1430,2.4,366
Angelina,5,0034,50034,61,3313,2283,6.7,569
Angelina,5,0035,50035,62,2614,1861,7.6,442
Angelina,5,0037,50037,63,845,588,12.2,128
Angelina,5,0038,50038,64,691,443,19.0,109
Angelina,5,0039,50039,65,885,527,11.6,103
Angelina,5,0040,50040,66,1309,842,12.8,166
Angelina,5,011B,5011B,67,2025,1293,4.4,243
Angelina,5,017B,5017B,68,610,461,1.5,77
Aransas,7,0001,70001,69,3109,2589,12.6,621
Aransas,7,0002,70002,70,5697,4088,29.1,759
Aransas,7,0003,70003,71,5817,4971,10.4,1440
Aransas,7,0004,70004,72,4876,4166,9.3,1180
Aransas,7,001A,7001A,73,3036,2025,21.6,249
Aransas,7,004A,7004A,74,1295,1277,7.8,417
Archer,9,0001,90001,75,1984,1448,3.1,407
Archer,9,0002,90002,76,1060,893,2.9,293
Archer,9,0003,90003,77,528,374,6.4,131
Archer,9,0004,90004,78,911,723,7.7,265
Archer,9,0005,90005,79,211,199,3.0,69
Archer,9,0006,90006,80,1595,1137,3.5,417
Archer,9,0007,90007,81,292,221,3.6,94
Archer,9,0008,90008,82,371,387,3.9,123
Archer,9,0009,90009,83,191,181,2.2,50
Archer,9,0010,90010,84,1088,918,5.4,293
Archer,9,0011,90011,85,27,22,4.5,4
Archer,9,0012,90012,86,113,96,10.4,30
Archer,9,0013,90013,87,189,180,4.4,71
Armstrong,11,0101,110101,88,473,374,5.1,140
Armstrong,11,0201,110201,89,343,210,4.3,119
Armstrong,11,0202,110202,90,119,80,1.3,0
Armstrong,11,0301,110301,91,392,287,2.4,142
Armstrong,11,0303,110303,92,63,57,3.5,28
Armstrong,11,0401,110401,93,196,182,2.7,89
Armstrong,11,0402,110402,94,221,186,4.8,74
Armstrong,11,0404,110404,95,41,29,0.0,0
Atascosa,13,0001,130001,96,1305,944,37.6,253
