County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Anderson,1,0001,10001,1,3153,1827,11.2,46
Anderson,1,0002,10002,2,3811,2762,4.0,49
Anderson,1,0003,10003,3,1925,1251,6.7,21
Anderson,1,0004,10004,4,2306,1643,3.7,22
Anderson,1,0005,10005,5,405,293,2.0,2
Anderson,1,0006,10006,6,2173,1464,9.8,82
Anderson,1,0007,10007,7,2928,1295,19.8,70
Anderson,1,0008,10008,8,926,405,18.3,28
Anderson,1,0009,10009,9,2131,1452,5.9,41
Anderson,1,0010,10010,10,6985,585,8.2,9
Anderson,1,0011,10011,11,8669,1276,5.4,35
Anderson,1,0013,10013,12,3109,1815,11.9,72
Anderson,1,0015,10015,13,1317,920,5.1,10
Anderson,1,0016,10016,14,1184,971,5.8,27
Anderson,1,0017,10017,15,1371,851,10.0,25
Anderson,1,0018,10018,16,2845,2201,3.7,34
Anderson,1,0019,10019,17,3467,2296,10.5,46
Anderson,1,0020,10020,18,2048,1169,14.5,29
Anderson,1,0021,10021,19,2772,1945,8.1,16
Anderson,1,0022,10022,20,1434,1056,5.7,25
Anderson,1,0023,10023,21,1689,1349,2.7,11
Anderson,1,0024,10024,22,1274,908,3.4,16
Andrews,3,0001,30001,23,4698,2549,42.7,28
Andrews,3,0002,30002,24,4589,2920,31.6,34
Andrews,3,0003,30003,25,4686,2537,43.6,30
Andrews,3,0004,30004,26,4637,2434,49.9,20
Angelina,5,0001,50001,27,1318,562,31.9,10
Angelina,5,0002,50002,28,5254,2583,24.6,132
Angelina,5,0003,50003,29,3546,2122,14.4,32
Angelina,5,0004,50004,30,3006,1587,16.0,39
Angelina,5,0005,50005,31,3543,1840,17.1,50
Angelina,5,0006,50006,32,1554,600,6.2,9
Angelina,5,0007,50007,33,1965,1470,6.4,18
Angelina,5,0008,50008,34,1703,1379,3.7,12
Angelina,5,0009,50009,35,373,292,6.2,12
Angelina,5,0010A,50010A,36,2272,1246,18.5,45
Angelina,5,0010B,50010B,37,392,174,24.1,6
Angelina,5,0011,50011,38,3071,2315,3.7,23
Angelina,5,0012,50012,39,1560,944,9.4,14
Angelina,5,0013,50013,40,1258,731,19.7,15
Angelina,5,0014,50014,41,3034,1997,11.7,77
Angelina,5,0015,50015,42,1606,754,22.9,6
Angelina,5,0016,50016,43,4402,2239,39.7,70
Angelina,5,0017,50017,44,2127,1841,2.1,17
Angelina,5,0018,50018,45,1244,789,7.7,26
Angelina,5,0019,50019,46,1952,1481,6.5,45
Angelina,5,0020,50020,47,5324,2694,22.6,177
Angelina,5,0021,50021,48,1512,1090,9.4,32
Angelina,5,0022,50022,49,1665,1187,5.0,12
Angelina,5,0023,50023,50,1210,753,6.5,10
Angelina,5,0024,50024,51,4805,2867,14.5,37
Angelina,5,0025,50025,52,3654,2548,12.4,33
Angelina,5,0026,50026,53,2241,1727,6.1,21
Angelina,5,0027,50027,54,572,372,5.9,5
Angelina,5,0028,50028,55,1582,1285,14.4,17
Angelina,5,0029,50029,56,2177,1590,6.7,19
Angelina,5,0030,50030,57,1499,1171,2.4,9
Angelina,5,0031,50031,58,705,478,27.8,5
Angelina,5,0032,50032,59,146,119,1.7,2
Angelina,5,0033,50033,60,1831,1430,2.4,12
Angelina,5,0034,50034,61,3313,2283,6.7,41
Angelina,5,0035,50035,62,2614,1861,7.6,48
Angelina,5,0037,50037,63,845,588,12.2,9
Angelina,5,0038,50038,64,691,443,19.0,5
Angelina,5,0039,50039,65,885,527,11.6,13
Angelina,5,0040,50040,66,1309,842,12.8,34
Angelina,5,011B,5011B,67,2025,1293,4.4,21
Angelina,5,017B,5017B,68,610,461,1.5,4
Aransas,7,0001,70001,69,3109,2589,12.6,59
