County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Archer,9,0001,90001,75,1984,1437,3.7,153
Archer,9,0002,90002,76,1060,813,3.0,131
Archer,9,0003,90003,77,528,385,6.2,52
Archer,9,0004,90004,78,911,674,7.0,100
Archer,9,0005,90005,79,211,184,1.1,41
Archer,9,0006,90006,80,1595,1202,3.2,174
Archer,9,0007,90007,81,292,229,3.5,35
Archer,9,0008,90008,82,371,343,3.5,42
Archer,9,0009,90009,83,191,157,1.9,18
Archer,9,0010,90010,84,1088,815,3.4,135
Archer,9,0011,90011,85,27,29,31.0,4
Archer,9,0012,90012,86,113,87,0.0,12
Archer,9,0013,90013,87,189,147,0.0,23
Clay,77,0001,770001,1603,1496,1104,2.9,145
Clay,77,0006,770006,1604,625,430,2.8,41
Clay,77,0008,770008,1605,1245,942,2.7,143
Clay,77,0009,770009,1606,519,389,2.3,50
Clay,77,0010,770010,1607,354,288,2.4,31
Clay,77,0011,770011,1608,1206,969,4.3,99
Clay,77,0012,770012,1609,451,337,5.3,33
Clay,77,0013,770013,1610,174,168,3.0,22
Clay,77,0014,770014,1611,227,171,4.1,22
Clay,77,0015,770015,1612,570,358,1.1,42
Clay,77,0017,770017,1613,1141,1027,2.7,184
Clay,77,0020,770020,1614,589,470,1.7,66
Clay,77,0024,770024,1615,459,350,1.1,74
Clay,77,0026,770026,1616,238,181,3.9,26
Clay,77,0027,770027,1617,648,501,2.8,56
Clay,77,0032,770032,1618,276,246,3.7,30
Collin,85,0004,850004,1637,3558,2276,4.3,175
Collin,85,0008,850008,1641,5813,2982,15.0,137
Collin,85,0009,850009,1642,5686,3083,12.7,179
Collin,85,0010,850010,1643,1061,739,7.7,64
Collin,85,0011,850011,1644,7059,4037,10.5,257
Collin,85,0013,850013,1646,2136,1382,5.0,98
Collin,85,0016,850016,1649,6289,3772,6.2,207
Collin,85,0017,850017,1650,6552,3680,9.4,284
Collin,85,0018,850018,1651,1478,877,9.0,84
Collin,85,0020,850020,1653,1099,840,6.4,82
Collin,85,0022,850022,1655,6397,3995,8.5,442
Collin,85,0027,850027,1660,4480,2690,11.6,103
Collin,85,0029,850029,1662,4679,2466,6.6,130
Collin,85,0033,850033,1666,6821,4137,9.8,274
Collin,85,0035,850035,1668,2577,1585,9.6,86
Collin,85,0037,850037,1670,3967,2300,8.8,120
Collin,85,0042,850042,1675,3106,1746,12.7,74
Collin,85,0056,850056,1689,5895,3113,10.7,149
Collin,85,0083,850083,1716,6169,3859,9.6,250
Collin,85,0093,850093,1726,403,263,5.3,18
Collin,85,0100,850100,1733,94,29,27.6,2
Collin,85,0114,850114,1747,1971,1560,9.0,116
Collin,85,0133,850133,1766,4742,2729,9.9,98
Collin,85,0150,850150,1783,2210,1655,6.8,101
Collin,85,0154,850154,1787,1699,1200,6.4,109
Collin,85,0160,850160,1793,490,373,4.8,43
Collin,85,0161,850161,1794,443,295,4.7,29
Collin,85,0162,850162,1795,318,271,3.0,35
Collin,85,0170,850170,1803,2822,1799,9.7,77
Collin,85,0172,850172,1805,2053,1294,8.3,82
Collin,85,0174,850174,1807,7116,4246,12.4,205
Collin,85,0178,850178,1811,4198,2665,9.5,162
Collin,85,0181,850181,1814,4165,2061,12.2,127
Collin,85,0183,850183,1816,108,103,10.7,5
Collin,85,0185,850185,1818,91,47,0.0,3
Collin,85,0186,850186,1819,183,135,2.2,9
Collin,85,0187,850187,1820,803,545,6.4,41
Collin,85,0188,850188,1821,240,68,5.9,3
Collin,85,0189,850189,1822,1372,816,5.6,51
Collin,85,0190,850190,1823,118,88,13.6,9
Collin,85,0191,850191,1824,1136,524,15.8,32
Collin,85,0192,850192,1825,3887,2366,9.8,133
Collin,85,0193,850193,1826,1903,1068,7.1,70
Collin,85,0194,850194,1827,31,35,0.0,4
Collin,85,0195,850195,1828,1235,879,8.8,74
Collin,85,0198,850198,1831,186,115,7.8,6
Collin,85,0199,850199,1832,3775,2322,4.4,141
Collin,85,0200,850200,1833,2517,1667,9.6,95
Collin,85,0201,850201,1834,0,0,0.0,0
Collin,85,0207,850207,1840,6258,4000,8.1,230
Collin,85,0208,850208,1841,3687,2249,5.8,141
Collin,85,0214,850214,1847,5812,4019,3.5,380
Collin,85,0215,850215,1848,4145,2170,11.6,91
Collin,85,0216,850216,1849,4979,3045,7.4,184
Collin,85,0217,850217,1850,4121,2448,9.4,157
Collin,85,0224,850224,1857,3525,2468,4.1,209
Collin,85,0228,850228,1861,9245,4232,15.4,107
Collin,85,0232,850232,1865,5369,3271,10.1,193
Collin,85,0233,850233,1866,3084,1781,9.0,99
Collin,85,0239,850239,1872,6673,4085,5.6,205
Collin,85,0240,850240,1873,4623,2865,9.6,207
Collin,85,0249,850249,1882,5932,3436,12.1,239
Collin,85,0251,850251,1884,2998,1671,8.6,102
Collin,85,0252,850252,1885,3394,2053,6.6,140
Cooke,97,0001,970001,1968,403,397,4.8,86
Cooke,97,0002,970002,1969,5569,2682,19.1,158
