County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Anderson,1,0001,10001,1,3153,1660,4.9,25
Anderson,1,0002,10002,2,3811,2184,2.7,48
Anderson,1,0003,10003,3,1925,1093,4.7,28
Anderson,1,0004,10004,4,2306,1228,1.4,37
Anderson,1,0005,10005,5,405,274,3.6,6
Anderson,1,0006,10006,6,2173,1211,7.8,67
Anderson,1,0007,10007,7,2928,1299,13.8,77
Anderson,1,0008,10008,8,926,334,15.6,16
Anderson,1,0009,10009,9,2131,1188,3.6,23
Anderson,1,0010,10010,10,6985,488,6.8,6
Anderson,1,0011,10011,11,8669,1149,3.7,22
Anderson,1,0013,10013,12,3109,1681,7.1,35
Anderson,1,0015,10015,13,1317,854,3.7,12
Anderson,1,0016,10016,14,1184,700,3.0,16
Anderson,1,0017,10017,15,1371,814,6.5,24
Anderson,1,0018,10018,16,2845,1923,1.8,26
Anderson,1,0019,10019,17,3467,2154,7.3,24
Anderson,1,0020,10020,18,2048,1118,13.1,20
Anderson,1,0021,10021,19,2772,1621,5.7,22
Anderson,1,0022,10022,20,1434,886,2.7,19
Anderson,1,0023,10023,21,1689,1138,2.5,19
Anderson,1,0024,10024,22,1274,655,2.1,5
Andrews,3,0001,30001,23,4698,1625,37.5,15
Andrews,3,0002,30002,24,4589,2204,22.1,23
Andrews,3,0003,30003,25,4686,2105,35.7,31
Andrews,3,0004,30004,26,4637,2025,44.9,21
Angelina,5,0001,50001,27,1318,546,17.2,6
Angelina,5,0002,50002,28,5254,2556,14.7,117
Angelina,5,0003,50003,29,3546,1737,8.8,54
Angelina,5,0004,50004,30,3006,1282,8.0,35
Angelina,5,0005,50005,31,3543,1839,11.2,40
Angelina,5,0006,50006,32,1554,772,7.9,20
Angelina,5,0007,50007,33,1965,817,4.7,10
Angelina,5,0008,50008,34,1703,1031,3.6,18
Angelina,5,0009,50009,35,373,271,3.3,4
Angelina,5,0010A,50010A,36,2272,1116,13.6,42
Angelina,5,0010B,50010B,37,392,136,22.8,3
Angelina,5,0011,50011,38,3071,1906,3.0,26
Angelina,5,0012,50012,39,1560,863,3.7,16
Angelina,5,0013,50013,40,1258,687,8.3,26
Angelina,5,0014,50014,41,3034,1751,7.1,45
Angelina,5,0015,50015,42,1606,602,21.1,15
Angelina,5,0016,50016,43,4402,2197,33.3,81
Angelina,5,0017,50017,44,2127,1559,1.4,45
Angelina,5,0018,50018,45,1244,587,6.1,10
Angelina,5,0019,50019,46,1952,1414,3.0,26
Angelina,5,0020,50020,47,5324,2914,13.4,197
Angelina,5,0021,50021,48,1512,822,2.3,23
Angelina,5,0022,50022,49,1665,1028,3.0,43
Angelina,5,0023,50023,50,1210,516,1.6,14
Angelina,5,0024,50024,51,4805,2232,9.9,32
Angelina,5,0025,50025,52,3654,2106,9.1,37
Angelina,5,0026,50026,53,2241,1432,3.7,43
Angelina,5,0027,50027,54,572,346,2.3,17
Angelina,5,0028,50028,55,1582,1009,12.2,37
Angelina,5,0029,50029,56,2177,1405,5.1,23
Angelina,5,0030,50030,57,1499,913,1.4,19
Angelina,5,0031,50031,58,705,398,17.3,11
Angelina,5,0032,50032,59,146,96,1.0,0
Angelina,5,0033,50033,60,1831,1131,1.9,20
Angelina,5,0034,50034,61,3313,1875,3.1,31
Angelina,5,0035,50035,62,2614,1792,4.1,48
Angelina,5,0037,50037,63,845,399,7.8,13
Angelina,5,0038,50038,64,691,344,13.4,6
Angelina,5,0039,50039,65,885,579,6.4,7
Angelina,5,0040,50040,66,1309,725,6.9,21
Angelina,5,011B,5011B,67,2025,1215,2.3,29
Angelina,5,017B,5017B,68,610,496,2.0,22
Aransas,7,0001,70001,69,3109,1886,10.9,52
Aransas,7,0002,70002,70,5697,3361,31.7,149
Aransas,7,0003,70003,71,5817,3895,9.4,115
Aransas,7,0004,70004,72,4876,3360,8.0,89
Aransas,7,001A,7001A,73,3036,1602,20.2,32
Aransas,7,004A,7004A,74,1295,960,7.4,30
Archer,9,0001,90001,75,1984,1431,3.8,15
Archer,9,0002,90002,76,1060,692,1.6,11
Archer,9,0003,90003,77,528,311,5.1,9
Archer,9,0004,90004,78,911,619,4.0,3
Archer,9,0005,90005,79,211,162,0.6,2
Archer,9,0006,90006,80,1595,1233,1.7,21
Archer,9,0007,90007,81,292,232,1.3,2
Archer,9,0008,90008,82,371,276,2.9,1
Archer,9,0009,90009,83,191,151,2.0,1
Archer,9,0010,90010,84,1088,771,2.3,12
Archer,9,0011,90011,85,27,26,11.5,0
Archer,9,0012,90012,86,113,98,0.0,1
Archer,9,0013,90013,87,189,127,0.0,1
Armstrong,11,0101,110101,88,473,351,3.1,0
Armstrong,11,0201,110201,89,343,243,5.3,0
Armstrong,11,0202,110202,90,119,79,1.3,0
Armstrong,11,0301,110301,91,392,298,2.0,0
Armstrong,11,0303,110303,92,63,77,1.3,0
Armstrong,11,0401,110401,93,196,133,1.5,0
Armstrong,11,0402,110402,94,221,178,3.9,0
Armstrong,11,0404,110404,95,41,23,0.0,0
Atascosa,13,0001,130001,96,1305,658,38.6,25
Atascosa,13,0003,130003,97,2719,1237,49.2,69
Atascosa,13,0004,130004,98,2141,743,52.4,16
Atascosa,13,0005,130005,99,3398,1151,64.7,25
Atascosa,13,0006,130006,100,712,280,43.2,8
Atascosa,13,0007,130007,101,3502,1497,60.9,68
Atascosa,13,0008,130008,102,900,441,47.8,22
Atascosa,13,0009,130009,103,5009,1569,59.8,41
Atascosa,13,0010,130010,104,958,334,48.5,13
Atascosa,13,0011,130011,105,2789,1129,42.3,27
Atascosa,13,0012,130012,106,2271,1223,55.1,24
Atascosa,13,0013,130013,107,4248,2115,44.5,121
Atascosa,13,0014,130014,108,259,176,29.0,14
Atascosa,13,0015,130015,109,4280,2366,65.1,140
Atascosa,13,0017,130017,110,3226,2140,82.9,123
Atascosa,13,0018,130018,111,2503,1493,67.4,95
Atascosa,13,0019,130019,112,692,422,43.4,19
Atascosa,13,0020,130020,113,5696,2993,26.3,113
Atascosa,13,0021,130021,114,1384,803,37.5,50
Atascosa,13,0022,130022,115,989,561,34.2,27
Austin,15,0101,150101,116,2253,1260,8.7,23
Austin,15,0102,150102,117,1865,1203,7.8,25
Austin,15,0103,150103,118,1960,1311,4.4,14
Austin,15,0104,150104,119,1168,700,8.6,10
Austin,15,0205,150205,120,3961,2498,6.0,50
Austin,15,0206,150206,121,1613,1140,4.5,15
Austin,15,0207,150207,122,958,664,4.8,5
Austin,15,0208,150208,123,818,537,3.0,14
