County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Harris,201,0001,2010001,4234,1979,1672,18.4,1324
Harris,201,0002,2010002,4235,4770,4554,17.5,3027
Harris,201,0003,2010003,4236,4620,3475,11.2,2686
Harris,201,0004,2010004,4237,2509,2006,10.6,1541
Harris,201,0007,2010007,4240,1294,938,15.4,420
Harris,201,0009,2010009,4242,4044,2789,34.3,1565
Harris,201,0016,2010016,4249,4819,3648,12.1,2126
Harris,201,0019,2010019,4252,2175,1368,12.6,884
Harris,201,0020,2010020,4253,4190,3448,10.9,1645
Harris,201,0021,2010021,4254,1685,1503,11.2,962
Harris,201,0024,2010024,4257,1620,1779,10.2,957
Harris,201,0025,2010025,4258,1992,1054,7.8,450
Harris,201,0030,2010030,4263,5736,3356,13.9,1914
Harris,201,0042,2010042,4275,1422,907,14.7,402
Harris,201,0043,2010043,4276,5249,2436,44.2,1310
Harris,201,0047,2010047,4281,3058,1665,27.1,667
Harris,201,0048,2010048,4282,1637,1117,22.6,528
Harris,201,0053,2010053,4287,3100,2800,14.5,1882
Harris,201,0057,2010057,4291,4536,3739,10.7,2765
Harris,201,0059,2010059,4293,3564,3132,12.1,2180
Harris,201,0073,2010073,4307,3305,2406,20.0,1716
Harris,201,0075,2010075,4309,2831,2685,15.5,1923
Harris,201,0085,2010085,4319,4117,2274,2.6,1132
Harris,201,0086,2010086,4320,5906,4857,13.8,3464
Harris,201,0104,2010104,4338,2978,1828,12.7,969
Harris,201,0108,2010108,4342,9880,3952,25.4,1720
Harris,201,0109,2010109,4343,4694,2807,11.6,1260
Harris,201,0113,2010113,4347,4809,2984,23.4,1711
Harris,201,0115,2010115,4349,4141,1963,45.8,729
Harris,201,0117,2010117,4351,6701,2141,60.2,947
Harris,201,0136,2010136,4370,2752,2085,3.7,1217
Harris,201,0138,2010138,4372,2859,1589,21.1,699
Harris,201,0140,2010140,4374,5214,3657,8.5,2138
Harris,201,0144,2010144,4378,1616,989,13.1,441
