County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Anderson,1,0001,10001,1,RR Comm 1,Garrett,D,N,2
Anderson,1,0002,10002,2,RR Comm 1,Garrett,D,N,1
Anderson,1,0003,10003,3,RR Comm 1,Garrett,D,N,0
Anderson,1,0004,10004,4,RR Comm 1,Garrett,D,N,0
Anderson,1,0005,10005,5,RR Comm 1,Garrett,D,N,0
Anderson,1,0006,10006,6,RR Comm 1,Garrett,D,N,0
Anderson,1,0007,10007,7,RR Comm 1,Garrett,D,N,0
Anderson,1,0008,10008,8,RR Comm 1,Garrett,D,N,0
Anderson,1,0009,10009,9,RR Comm 1,Garrett,D,N,0
Anderson,1,0010,10010,10,RR Comm 1,Garrett,D,N,2
Anderson,1,0011,10011,11,RR Comm 1,Garrett,D,N,4
Anderson,1,0013,10013,12,RR Comm 1,Garrett,D,N,0
Anderson,1,0015,10015,13,RR Comm 1,Garrett,D,N,0
Anderson,1,0016,10016,14,RR Comm 1,Garrett,D,N,0
Anderson,1,0017,10017,15,RR Comm 1,Garrett,D,N,0
Anderson,1,0018,10018,16,RR Comm 1,Garrett,D,N,0
Anderson,1,0019,10019,17,RR Comm 1,Garrett,D,N,1
Anderson,1,0020,10020,18,RR Comm 1,Garrett,D,N,0
Anderson,1,0021,10021,19,RR Comm 1,Garrett,D,N,1
Anderson,1,0022,10022,20,RR Comm 1,Garrett,D,N,0
Anderson,1,0023,10023,21,RR Comm 1,Garrett,D,N,0
Anderson,1,0024,10024,22,RR Comm 1,Garrett,D,N,0
Anderson,1,0001,10001,1,RR Comm 1,Yarbrough,D,N,5
Anderson,1,0002,10002,2,RR Comm 1,Yarbrough,D,N,3
Anderson,1,0003,10003,3,RR Comm 1,Yarbrough,D,N,2
Anderson,1,0004,10004,4,RR Comm 1,Yarbrough,D,N,2
Anderson,1,0005,10005,5,RR Comm 1,Yarbrough,D,N,0
Anderson,1,0006,10006,6,RR Comm 1,Yarbrough,D,N,1
Anderson,1,0007,10007,7,RR Comm 1,Yarbrough,D,N,1
