County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Anderson,1,0001,10001,1,3153,1802,8.0,926
Anderson,1,0002,10002,2,3811,2512,3.5,1237
Anderson,1,0003,10003,3,1925,1195,4.3,675
Anderson,1,0004,10004,4,2306,1567,2.6,853
Anderson,1,0005,10005,5,405,296,2.4,191
Anderson,1,0006,10006,6,2173,1441,9.0,650
Anderson,1,0007,10007,7,2928,1403,17.0,536
Anderson,1,0008,10008,8,926,354,18.6,150
Anderson,1,0009,10009,9,2131,1319,4.8,706
Anderson,1,0010,10010,10,6985,547,6.9,260
Anderson,1,0011,10011,11,8669,1274,3.3,645
Anderson,1,0013,10013,12,3109,1747,10.2,874
Anderson,1,0015,10015,13,1317,925,5.7,546
Anderson,1,0016,10016,14,1184,813,4.6,448
Anderson,1,0017,10017,15,1371,834,7.1,443
Anderson,1,0018,10018,16,2845,2043,2.4,1118
Anderson,1,0019,10019,17,3467,2209,8.8,1050
Anderson,1,0020,10020,18,2048,1137,12.7,561
Anderson,1,0021,10021,19,2772,1819,6.3,987
Anderson,1,0022,10022,20,1434,990,4.2,634
Anderson,1,0023,10023,21,1689,1289,2.8,780
Anderson,1,0024,10024,22,1274,816,2.7,494
Andrews,3,0001,30001,23,4698,2201,41.6,845
Andrews,3,0002,30002,24,4589,2600,26.8,1345
Andrews,3,0003,30003,25,4686,2439,40.1,1060
Andrews,3,0004,30004,26,4637,2332,48.3,881
Angelina,5,0001,50001,27,1318,560,26.8,226
Angelina,5,0002,50002,28,5254,2551,19.2,1010
Angelina,5,0003,50003,29,3546,1823,11.2,869
Angelina,5,0004,50004,30,3006,1977,12.3,859
Angelina,5,0005,50005,31,3543,2001,13.7,920
Angelina,5,0006,50006,32,1554,614,9.1,341
Angelina,5,0007,50007,33,1965,1206,5.5,726
Angelina,5,0008,50008,34,1703,691,2.5,461
Angelina,5,0009,50009,35,373,294,6.1,195
Angelina,5,0010A,50010A,36,2272,1182,15.2,433
Angelina,5,0010B,50010B,37,392,145,24.1,51
Angelina,5,0011,50011,38,3071,2075,3.1,1210
Angelina,5,0012,50012,39,1560,866,5.9,478
Angelina,5,0013,50013,40,1258,696,12.8,339
Angelina,5,0014,50014,41,3034,1839,9.6,1089
Angelina,5,0015,50015,42,1606,670,22.8,356
Angelina,5,0016,50016,43,4402,2216,38.0,917
Angelina,5,0017,50017,44,2127,1496,1.5,880
Angelina,5,0018,50018,45,1244,686,8.9,338
Angelina,5,0019,50019,46,1952,1426,5.0,941
Angelina,5,0020,50020,47,5324,2930,18.8,1089
Angelina,5,0021,50021,48,1512,735,2.7,417
Angelina,5,0022,50022,49,1665,1783,4.0,972
Angelina,5,0023,50023,50,1210,453,4.0,298
Angelina,5,0024,50024,51,4805,2672,12.9,1268
Angelina,5,0025,50025,52,3654,2294,11.2,1190
Angelina,5,0026,50026,53,2241,1570,4.7,999
Angelina,5,0027,50027,54,572,360,3.9,227
Angelina,5,0028,50028,55,1582,1115,13.5,676
Angelina,5,0029,50029,56,2177,1523,5.9,834
Angelina,5,0030,50030,57,1499,1049,2.3,563
Angelina,5,0031,50031,58,705,458,23.4,201
Angelina,5,0032,50032,59,146,28,0.0,14
Angelina,5,0033,50033,60,1831,1458,1.6,838
Angelina,5,0034,50034,61,3313,2219,5.5,1279
Angelina,5,0035,50035,62,2614,1847,5.8,1122
Angelina,5,0037,50037,63,845,480,11.7,272
Angelina,5,0038,50038,64,691,422,14.7,209
Angelina,5,0039,50039,65,885,537,7.8,276
Angelina,5,0040,50040,66,1309,762,10.5,405
Angelina,5,011B,5011B,67,2025,1293,2.9,567
Angelina,5,017B,5017B,68,610,480,0.8,210
Aransas,7,0001,70001,69,3109,2216,13.3,1182
Aransas,7,0002,70002,70,5697,3714,31.3,1540
Aransas,7,0003,70003,71,5817,4305,9.8,2554
Aransas,7,0004,70004,72,4876,3909,9.2,2298
Aransas,7,001A,7001A,73,3036,1884,20.8,712
Aransas,7,004A,7004A,74,1295,1130,8.7,702
Archer,9,0001,90001,75,1984,1387,3.9,723
Archer,9,0002,90002,76,1060,728,1.9,471
Archer,9,0003,90003,77,528,384,6.3,222
Archer,9,0004,90004,78,911,660,5.9,399
Archer,9,0005,90005,79,211,177,0.6,101
Archer,9,0006,90006,80,1595,1179,2.7,623
Archer,9,0007,90007,81,292,227,1.8,132
Archer,9,0008,90008,82,371,323,2.8,214
Archer,9,0009,90009,83,191,145,0.7,93
Archer,9,0010,90010,84,1088,796,3.1,506
Archer,9,0011,90011,85,27,28,28.6,18
Archer,9,0012,90012,86,113,90,0.0,57
Archer,9,0013,90013,87,189,135,0.0,87
Armstrong,11,0101,110101,88,473,361,3.6,240
Armstrong,11,0201,110201,89,343,234,5.6,142
Armstrong,11,0202,110202,90,119,77,1.3,50
Armstrong,11,0301,110301,91,392,317,3.5,202
Armstrong,11,0303,110303,92,63,65,3.1,37
Armstrong,11,0401,110401,93,196,151,3.3,104
Armstrong,11,0402,110402,94,221,179,4.5,109
Armstrong,11,0404,110404,95,41,30,0.0,19
Atascosa,13,0001,130001,96,1305,828,37.7,379
Atascosa,13,0003,130003,97,2719,1432,45.7,539
Atascosa,13,0004,130004,98,2141,866,56.2,319
Atascosa,13,0005,130005,99,3398,1497,66.4,545
Atascosa,13,0006,130006,100,712,363,45.2,134
Atascosa,13,0007,130007,101,3502,1740,61.5,674
Atascosa,13,0008,130008,102,900,503,47.3,267
