County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Anderson,1,0001,10001,1,3153,1781,8.3,121
Anderson,1,0002,10002,2,3811,2565,3.5,86
Anderson,1,0003,10003,3,1925,1152,4.9,60
Anderson,1,0004,10004,4,2306,1521,2.6,55
Anderson,1,0005,10005,5,405,284,2.1,9
Anderson,1,0006,10006,6,2173,1355,9.4,155
Anderson,1,0007,10007,7,2928,1352,18.3,169
Anderson,1,0008,10008,8,926,323,20.7,47
Anderson,1,0009,10009,9,2131,1355,5.0,70
Anderson,1,0010,10010,10,6985,539,7.6,15
Anderson,1,0011,10011,11,8669,1259,3.6,81
Anderson,1,0013,10013,12,3109,1715,11.0,98
Anderson,1,0015,10015,13,1317,903,5.6,31
Anderson,1,0016,10016,14,1184,810,4.9,50
Anderson,1,0017,10017,15,1371,837,7.8,60
Anderson,1,0018,10018,16,2845,2036,2.7,84
Anderson,1,0019,10019,17,3467,2278,9.7,115
Anderson,1,0020,10020,18,2048,1127,13.0,84
Anderson,1,0021,10021,19,2772,1825,6.2,65
Anderson,1,0022,10022,20,1434,1010,4.8,53
Anderson,1,0023,10023,21,1689,1304,2.8,58
Anderson,1,0024,10024,22,1274,830,2.8,25
Andrews,3,0001,30001,23,4698,2333,41.9,53
Andrews,3,0002,30002,24,4589,2673,27.2,56
Andrews,3,0003,30003,25,4686,2511,41.1,68
Andrews,3,0004,30004,26,4637,2434,48.4,57
Angelina,5,0001,50001,27,1318,570,28.6,49
Angelina,5,0002,50002,28,5254,2545,21.1,307
Angelina,5,0003,50003,29,3546,1822,11.9,74
Angelina,5,0004,50004,30,3006,1954,13.1,121
Angelina,5,0005,50005,31,3543,1953,14.3,145
Angelina,5,0006,50006,32,1554,610,9.8,38
Angelina,5,0007,50007,33,1965,1268,6.1,41
Angelina,5,0008,50008,34,1703,732,3.0,27
Angelina,5,0009,50009,35,373,295,5.4,33
Angelina,5,0010A,50010A,36,2272,1190,16.2,117
Angelina,5,0010B,50010B,37,392,148,25.0,15
Angelina,5,0011,50011,38,3071,2080,3.2,53
Angelina,5,0012,50012,39,1560,864,6.8,41
Angelina,5,0013,50013,40,1258,689,14.9,61
Angelina,5,0014,50014,41,3034,1880,9.7,147
Angelina,5,0015,50015,42,1606,693,22.2,23
Angelina,5,0016,50016,43,4402,2200,39.0,164
Angelina,5,0017,50017,44,2127,1514,1.5,59
Angelina,5,0018,50018,45,1244,701,9.7,62
